id;value;createdAt;updatedAt;ingredientId;nutrientId
433;0.35;2017-12-05 18:11:48.401+00;2017-12-05 18:11:48.401+00;6;33
434;1.56;2017-12-05 18:11:48.401+00;2017-12-05 18:11:48.401+00;6;53
435;0.62;2017-12-05 18:11:48.401+00;2017-12-05 18:11:48.401+00;6;34
436;0.2;2017-12-05 18:11:48.402+00;2017-12-05 18:11:48.402+00;6;7
437;0.38;2017-12-05 18:11:48.402+00;2017-12-05 18:11:48.402+00;6;35
438;0.95;2017-12-05 18:11:48.402+00;2017-12-05 18:11:48.402+00;6;22
439;1.8;2017-12-05 18:11:48.402+00;2017-12-05 18:11:48.402+00;6;21
440;0.95;2017-12-05 18:11:48.402+00;2017-12-05 18:11:48.402+00;6;23
441;0.859;2017-12-05 18:11:48.403+00;2017-12-05 18:11:48.403+00;6;24
442;0.85;2017-12-05 18:11:48.403+00;2017-12-05 18:11:48.403+00;6;25
443;1.5;2017-12-05 18:11:48.403+00;2017-12-05 18:11:48.403+00;6;26
444;1.6;2017-12-05 18:11:48.403+00;2017-12-05 18:11:48.403+00;6;27
445;0.13;2017-12-05 18:11:48.403+00;2017-12-05 18:11:48.403+00;6;37
446;0.3;2017-12-05 18:11:48.404+00;2017-12-05 18:11:48.404+00;6;50
447;28;2017-12-05 18:11:48.404+00;2017-12-05 18:11:48.404+00;6;61
448;2.5;2017-12-05 18:11:48.404+00;2017-12-05 18:11:48.404+00;6;64
449;0.12;2017-12-05 18:11:48.404+00;2017-12-05 18:11:48.404+00;6;54
450;51.9;2017-12-05 18:11:48.404+00;2017-12-05 18:11:48.404+00;6;10
451;0.37;2017-12-05 18:11:48.405+00;2017-12-05 18:11:48.405+00;6;29
452;0.97;2017-12-05 18:11:48.405+00;2017-12-05 18:11:48.405+00;6;30
453;0.85;2017-12-05 18:11:48.405+00;2017-12-05 18:11:48.405+00;6;28
454;36.2;2017-12-05 18:11:48.405+00;2017-12-05 18:11:48.405+00;6;72
455;0.24;2017-12-05 18:11:48.405+00;2017-12-05 18:11:48.405+00;6;51
456;28.7;2017-12-05 18:11:48.406+00;2017-12-05 18:11:48.406+00;6;73
457;0.43;2017-12-05 18:11:48.406+00;2017-12-05 18:11:48.406+00;6;39
459;26.4;2017-12-05 18:11:48.406+00;2017-12-05 18:11:48.406+00;6;3
460;0.27;2017-12-05 18:11:48.407+00;2017-12-05 18:11:48.407+00;6;55
462;0.37;2017-12-05 18:11:48.407+00;2017-12-05 18:11:48.407+00;6;47
464;43.4;2017-12-05 18:11:48.407+00;2017-12-05 18:11:48.407+00;6;12
465;44;2017-12-05 18:11:48.408+00;2017-12-05 18:11:48.408+00;6;13
466;43.4;2017-12-05 18:11:48.408+00;2017-12-05 18:11:48.408+00;6;14
467;0.36;2017-12-05 18:11:48.408+00;2017-12-05 18:11:48.408+00;6;43
468;0.12;2017-12-05 18:11:48.408+00;2017-12-05 18:11:48.408+00;6;44
469;0.28;2017-12-05 18:11:48.408+00;2017-12-05 18:11:48.408+00;6;42
470;0.44;2017-12-05 18:11:48.409+00;2017-12-05 18:11:48.409+00;6;45
471;27;2017-12-05 18:11:48.409+00;2017-12-05 18:11:48.409+00;6;65
472;3.1;2017-12-05 18:11:48.409+00;2017-12-05 18:11:48.409+00;6;74
474;10;2017-12-05 18:11:48.409+00;2017-12-05 18:11:48.409+00;6;75
475;7;2017-12-05 18:11:48.41+00;2017-12-05 18:11:48.41+00;6;76
478;103.6;2017-12-05 18:11:48.41+00;2017-12-05 18:11:48.41+00;6;67
479;7.6;2017-12-05 18:11:48.41+00;2017-12-05 18:11:48.41+00;6;68
480;26;2017-12-05 18:11:48.411+00;2017-12-05 18:11:48.411+00;6;63
481;33.4;2017-12-05 18:11:51.879+00;2017-12-05 18:11:51.879+00;7;9
483;0.57;2017-12-05 18:11:51.88+00;2017-12-05 18:11:51.88+00;7;31
484;0.3;2017-12-05 18:11:51.88+00;2017-12-05 18:11:51.88+00;7;36
486;0.3;2017-12-05 18:11:51.881+00;2017-12-05 18:11:51.881+00;7;69
487;1.37;2017-12-05 18:11:51.881+00;2017-12-05 18:11:51.881+00;7;48
488;26.7;2017-12-05 18:11:51.881+00;2017-12-05 18:11:51.881+00;7;4
490;1325;2017-12-05 18:11:51.881+00;2017-12-05 18:11:51.881+00;7;70
491;0.35;2017-12-05 18:11:51.882+00;2017-12-05 18:11:51.882+00;7;49
492;0.31;2017-12-05 18:11:51.882+00;2017-12-05 18:11:51.882+00;7;56
493;15.5;2017-12-05 18:11:51.882+00;2017-12-05 18:11:51.882+00;7;2
495;11.3;2017-12-05 18:11:51.882+00;2017-12-05 18:11:51.882+00;7;58
496;0.144;2017-12-05 18:11:51.883+00;2017-12-05 18:11:51.883+00;7;38
497;2.33;2017-12-05 18:11:51.883+00;2017-12-05 18:11:51.883+00;7;15
498;2.07;2017-12-05 18:11:51.883+00;2017-12-05 18:11:51.883+00;7;16
499;2.33;2017-12-05 18:11:51.883+00;2017-12-05 18:11:51.883+00;7;17
500;2.02;2017-12-05 18:11:51.883+00;2017-12-05 18:11:51.883+00;7;18
501;1.46;2017-12-05 18:11:51.884+00;2017-12-05 18:11:51.884+00;7;19
502;2.07;2017-12-05 18:11:51.884+00;2017-12-05 18:11:51.884+00;7;20
503;89;2017-12-05 18:11:51.884+00;2017-12-05 18:11:51.884+00;7;1
504;2.047;2017-12-05 18:11:51.884+00;2017-12-05 18:11:51.884+00;7;5
505;2.047;2017-12-05 18:11:51.884+00;2017-12-05 18:11:51.884+00;7;6
506;92;2017-12-05 18:11:51.885+00;2017-12-05 18:11:51.885+00;7;11
507;250;2017-12-05 18:11:51.885+00;2017-12-05 18:11:51.885+00;7;60
508;4.31;2017-12-05 18:11:51.885+00;2017-12-05 18:11:51.885+00;7;71
509;0.66;2017-12-05 18:11:51.885+00;2017-12-05 18:11:51.885+00;7;46
510;0.3;2017-12-05 18:11:51.886+00;2017-12-05 18:11:51.886+00;7;32
513;0.544;2017-12-05 18:11:51.886+00;2017-12-05 18:11:51.886+00;7;33
514;2.51;2017-12-05 18:11:51.886+00;2017-12-05 18:11:51.886+00;7;53
515;0.97;2017-12-05 18:11:51.887+00;2017-12-05 18:11:51.887+00;7;34
516;0.17;2017-12-05 18:11:51.887+00;2017-12-05 18:11:51.887+00;7;7
517;0.59;2017-12-05 18:11:51.887+00;2017-12-05 18:11:51.887+00;7;35
518;0.95;2017-12-05 18:11:51.887+00;2017-12-05 18:11:51.887+00;7;22
519;1.9;2017-12-05 18:11:51.887+00;2017-12-05 18:11:51.887+00;7;21
520;0.95;2017-12-05 18:11:51.888+00;2017-12-05 18:11:51.888+00;7;23
521;0.859;2017-12-05 18:11:51.888+00;2017-12-05 18:11:51.888+00;7;24
522;1.32;2017-12-05 18:11:51.888+00;2017-12-05 18:11:51.888+00;7;25
523;1.5;2017-12-05 18:11:51.888+00;2017-12-05 18:11:51.888+00;7;26
524;1.7;2017-12-05 18:11:51.888+00;2017-12-05 18:11:51.888+00;7;27
525;0.2;2017-12-05 18:11:51.889+00;2017-12-05 18:11:51.889+00;7;37
526;0.3;2017-12-05 18:11:51.889+00;2017-12-05 18:11:51.889+00;7;50
527;36;2017-12-05 18:11:51.889+00;2017-12-05 18:11:51.889+00;7;61
528;2.5;2017-12-05 18:11:51.889+00;2017-12-05 18:11:51.889+00;7;64
529;0.14;2017-12-05 18:11:51.889+00;2017-12-05 18:11:51.889+00;7;54
530;41.83;2017-12-05 18:11:51.89+00;2017-12-05 18:11:51.89+00;7;10
531;0.61;2017-12-05 18:11:51.89+00;2017-12-05 18:11:51.89+00;7;29
532;1.16;2017-12-05 18:11:51.89+00;2017-12-05 18:11:51.89+00;7;30
533;1.1;2017-12-05 18:11:51.89+00;2017-12-05 18:11:51.89+00;7;28
534;35.5;2017-12-05 18:11:51.89+00;2017-12-05 18:11:51.89+00;7;72
535;0.22;2017-12-05 18:11:51.891+00;2017-12-05 18:11:51.891+00;7;51
536;28;2017-12-05 18:11:51.891+00;2017-12-05 18:11:51.891+00;7;73
537;0.67;2017-12-05 18:11:51.891+00;2017-12-05 18:11:51.891+00;7;39
539;20.47;2017-12-05 18:11:51.891+00;2017-12-05 18:11:51.891+00;7;3
540;0.3;2017-12-05 18:11:51.892+00;2017-12-05 18:11:51.892+00;7;55
542;0.58;2017-12-05 18:11:51.892+00;2017-12-05 18:11:51.892+00;7;47
544;50;2017-12-05 18:11:51.892+00;2017-12-05 18:11:51.892+00;7;12
545;51.6;2017-12-05 18:11:51.893+00;2017-12-05 18:11:51.893+00;7;13
546;50;2017-12-05 18:11:51.893+00;2017-12-05 18:11:51.893+00;7;14
547;0.56;2017-12-05 18:11:51.893+00;2017-12-05 18:11:51.893+00;7;43
548;0.19;2017-12-05 18:11:51.893+00;2017-12-05 18:11:51.893+00;7;44
549;0.44;2017-12-05 18:11:51.893+00;2017-12-05 18:11:51.893+00;7;42
550;0.67;2017-12-05 18:11:51.894+00;2017-12-05 18:11:51.894+00;7;45
551;29.1;2017-12-05 18:11:51.894+00;2017-12-05 18:11:51.894+00;7;65
552;3.2;2017-12-05 18:11:51.894+00;2017-12-05 18:11:51.894+00;7;74
554;9.7;2017-12-05 18:11:51.894+00;2017-12-05 18:11:51.894+00;7;75
555;7;2017-12-05 18:11:51.895+00;2017-12-05 18:11:51.895+00;7;76
558;101.2;2017-12-05 18:11:51.895+00;2017-12-05 18:11:51.895+00;7;67
559;7.7;2017-12-05 18:11:51.895+00;2017-12-05 18:11:51.895+00;7;68
560;30;2017-12-05 18:11:51.896+00;2017-12-05 18:11:51.896+00;7;63
561;30.24;2017-12-05 18:11:55.229+00;2017-12-05 18:11:55.229+00;8;9
563;0.68;2017-12-05 18:11:55.23+00;2017-12-05 18:11:55.23+00;8;31
564;0.35;2017-12-05 18:11:55.23+00;2017-12-05 18:11:55.23+00;8;36
566;0.29;2017-12-05 18:11:55.231+00;2017-12-05 18:11:55.231+00;8;69
567;1.37;2017-12-05 18:11:55.231+00;2017-12-05 18:11:55.231+00;8;48
568;20.7;2017-12-05 18:11:55.231+00;2017-12-05 18:11:55.231+00;8;4
570;1320;2017-12-05 18:11:55.232+00;2017-12-05 18:11:55.232+00;8;70
571;0.34;2017-12-05 18:11:55.232+00;2017-12-05 18:11:55.232+00;8;49
572;0.32;2017-12-05 18:11:55.232+00;2017-12-05 18:11:55.232+00;8;56
573;18.4;2017-12-05 18:11:55.233+00;2017-12-05 18:11:55.233+00;8;2
575;13.4;2017-12-05 18:11:55.233+00;2017-12-05 18:11:55.233+00;8;58
576;0.15;2017-12-05 18:11:55.233+00;2017-12-05 18:11:55.233+00;8;38
577;2.22;2017-12-05 18:11:55.234+00;2017-12-05 18:11:55.234+00;8;15
578;2.4;2017-12-05 18:11:55.234+00;2017-12-05 18:11:55.234+00;8;16
579;2.22;2017-12-05 18:11:55.234+00;2017-12-05 18:11:55.234+00;8;17
580;2.07;2017-12-05 18:11:55.234+00;2017-12-05 18:11:55.234+00;8;18
581;1.79;2017-12-05 18:11:55.235+00;2017-12-05 18:11:55.235+00;8;19
582;2.4;2017-12-05 18:11:55.235+00;2017-12-05 18:11:55.235+00;8;20
583;90;2017-12-05 18:11:55.235+00;2017-12-05 18:11:55.235+00;8;1
584;3.4;2017-12-05 18:11:55.235+00;2017-12-05 18:11:55.235+00;8;5
585;3.4;2017-12-05 18:11:55.236+00;2017-12-05 18:11:55.236+00;8;6
586;90;2017-12-05 18:11:55.236+00;2017-12-05 18:11:55.236+00;8;11
587;204.6;2017-12-05 18:11:55.236+00;2017-12-05 18:11:55.236+00;8;60
588;4.3;2017-12-05 18:11:55.236+00;2017-12-05 18:11:55.236+00;8;71
589;0.78;2017-12-05 18:11:55.236+00;2017-12-05 18:11:55.236+00;8;46
590;0.33;2017-12-05 18:11:55.237+00;2017-12-05 18:11:55.237+00;8;32
593;0.64;2017-12-05 18:11:55.237+00;2017-12-05 18:11:55.237+00;8;33
594;1.42;2017-12-05 18:11:55.238+00;2017-12-05 18:11:55.238+00;8;53
595;1.36;2017-12-05 18:11:55.238+00;2017-12-05 18:11:55.238+00;8;34
596;0.1;2017-12-05 18:11:55.238+00;2017-12-05 18:11:55.238+00;8;7
597;0.7;2017-12-05 18:11:55.238+00;2017-12-05 18:11:55.238+00;8;35
598;0.95;2017-12-05 18:11:55.239+00;2017-12-05 18:11:55.239+00;8;22
599;1.79;2017-12-05 18:11:55.239+00;2017-12-05 18:11:55.239+00;8;21
600;0.95;2017-12-05 18:11:55.239+00;2017-12-05 18:11:55.239+00;8;23
601;0.859;2017-12-05 18:11:55.239+00;2017-12-05 18:11:55.239+00;8;24
602;1.61;2017-12-05 18:11:55.24+00;2017-12-05 18:11:55.24+00;8;25
603;1.5;2017-12-05 18:11:55.24+00;2017-12-05 18:11:55.24+00;8;26
604;1.58;2017-12-05 18:11:55.24+00;2017-12-05 18:11:55.24+00;8;27
605;0.2;2017-12-05 18:11:55.24+00;2017-12-05 18:11:55.24+00;8;37
606;0.32;2017-12-05 18:11:55.241+00;2017-12-05 18:11:55.241+00;8;50
607;25.47;2017-12-05 18:11:55.242+00;2017-12-05 18:11:55.242+00;8;61
608;2.5;2017-12-05 18:11:55.243+00;2017-12-05 18:11:55.243+00;8;64
609;0.15;2017-12-05 18:11:55.243+00;2017-12-05 18:11:55.243+00;8;54
610;37.8;2017-12-05 18:11:55.243+00;2017-12-05 18:11:55.243+00;8;10
611;0.75;2017-12-05 18:11:55.244+00;2017-12-05 18:11:55.244+00;8;29
612;1.29;2017-12-05 18:11:55.244+00;2017-12-05 18:11:55.244+00;8;30
613;1.27;2017-12-05 18:11:55.244+00;2017-12-05 18:11:55.244+00;8;28
614;34;2017-12-05 18:11:55.244+00;2017-12-05 18:11:55.244+00;8;72
615;0.22;2017-12-05 18:11:55.245+00;2017-12-05 18:11:55.245+00;8;51
616;27.6;2017-12-05 18:11:55.245+00;2017-12-05 18:11:55.245+00;8;73
617;0.8;2017-12-05 18:11:55.245+00;2017-12-05 18:11:55.245+00;8;39
619;25.2;2017-12-05 18:11:55.246+00;2017-12-05 18:11:55.246+00;8;3
620;0.26;2017-12-05 18:11:55.246+00;2017-12-05 18:11:55.246+00;8;55
622;0.68;2017-12-05 18:11:55.246+00;2017-12-05 18:11:55.246+00;8;47
624;54.63;2017-12-05 18:11:55.246+00;2017-12-05 18:11:55.246+00;8;12
625;56.7;2017-12-05 18:11:55.246+00;2017-12-05 18:11:55.246+00;8;13
626;54.63;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;14
627;0.65;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;43
628;0.2;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;44
629;0.5;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;42
630;0.81;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;45
631;32;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;65
632;3.2;2017-12-05 18:11:55.247+00;2017-12-05 18:11:55.247+00;8;74
634;9.6;2017-12-05 18:11:55.248+00;2017-12-05 18:11:55.248+00;8;75
635;7;2017-12-05 18:11:55.248+00;2017-12-05 18:11:55.248+00;8;76
638;100;2017-12-05 18:11:55.248+00;2017-12-05 18:11:55.248+00;8;67
639;7.8;2017-12-05 18:11:55.248+00;2017-12-05 18:11:55.248+00;8;68
640;28.09;2017-12-05 18:11:55.249+00;2017-12-05 18:11:55.249+00;8;63
641;45.4;2017-12-05 18:11:58.617+00;2017-12-05 18:11:58.617+00;9;9
646;0.31;2017-12-05 18:11:58.618+00;2017-12-05 18:11:58.618+00;9;69
647;0.8;2017-12-05 18:11:58.618+00;2017-12-05 18:11:58.618+00;9;48
648;39.16;2017-12-05 18:11:58.619+00;2017-12-05 18:11:58.619+00;9;4
650;1342;2017-12-05 18:11:58.619+00;2017-12-05 18:11:58.619+00;9;70
651;0.3;2017-12-05 18:11:58.619+00;2017-12-05 18:11:58.619+00;9;49
652;0.3;2017-12-05 18:11:58.62+00;2017-12-05 18:11:58.62+00;9;56
653;9.79;2017-12-05 18:11:58.62+00;2017-12-05 18:11:58.62+00;9;2
655;9.5;2017-12-05 18:11:58.62+00;2017-12-05 18:11:58.62+00;9;58
657;1.93;2017-12-05 18:11:58.621+00;2017-12-05 18:11:58.621+00;9;15
658;1.98;2017-12-05 18:11:58.621+00;2017-12-05 18:11:58.621+00;9;16
659;1.93;2017-12-05 18:11:58.621+00;2017-12-05 18:11:58.621+00;9;17
660;1.8;2017-12-05 18:11:58.621+00;2017-12-05 18:11:58.621+00;9;18
662;1.98;2017-12-05 18:11:58.622+00;2017-12-05 18:11:58.622+00;9;20
663;89;2017-12-05 18:11:58.622+00;2017-12-05 18:11:58.622+00;9;1
664;1.16;2017-12-05 18:11:58.622+00;2017-12-05 18:11:58.622+00;9;5
665;1.16;2017-12-05 18:11:58.622+00;2017-12-05 18:11:58.622+00;9;6
666;100;2017-12-05 18:11:58.622+00;2017-12-05 18:11:58.622+00;9;11
667;250;2017-12-05 18:11:58.623+00;2017-12-05 18:11:58.623+00;9;60
668;4.36;2017-12-05 18:11:58.623+00;2017-12-05 18:11:58.623+00;9;71
674;0.22;2017-12-05 18:11:58.624+00;2017-12-05 18:11:58.624+00;9;53
676;0.05;2017-12-05 18:11:58.624+00;2017-12-05 18:11:58.624+00;9;7
678;0.95;2017-12-05 18:11:58.625+00;2017-12-05 18:11:58.625+00;9;22
679;1.5;2017-12-05 18:11:58.625+00;2017-12-05 18:11:58.625+00;9;21
680;0.95;2017-12-05 18:11:58.625+00;2017-12-05 18:11:58.625+00;9;23
681;0.859;2017-12-05 18:11:58.625+00;2017-12-05 18:11:58.625+00;9;24
683;1.5;2017-12-05 18:11:58.626+00;2017-12-05 18:11:58.626+00;9;26
684;1.55;2017-12-05 18:11:58.626+00;2017-12-05 18:11:58.626+00;9;27
686;0.3;2017-12-05 18:11:58.626+00;2017-12-05 18:11:58.626+00;9;50
687;27;2017-12-05 18:11:58.627+00;2017-12-05 18:11:58.627+00;9;61
688;2.5;2017-12-05 18:11:58.627+00;2017-12-05 18:11:58.627+00;9;64
689;0.1;2017-12-05 18:11:58.627+00;2017-12-05 18:11:58.627+00;9;54
690;60.52;2017-12-05 18:11:58.627+00;2017-12-05 18:11:58.627+00;9;10
691;0.18;2017-12-05 18:11:58.627+00;2017-12-05 18:11:58.627+00;9;29
692;0.97;2017-12-05 18:11:58.628+00;2017-12-05 18:11:58.628+00;9;30
693;0.67;2017-12-05 18:11:58.628+00;2017-12-05 18:11:58.628+00;9;28
694;36.5;2017-12-05 18:11:58.628+00;2017-12-05 18:11:58.628+00;9;72
695;0.16;2017-12-05 18:11:58.628+00;2017-12-05 18:11:58.628+00;9;51
696;28.9;2017-12-05 18:11:58.628+00;2017-12-05 18:11:58.628+00;9;73
699;39.2;2017-12-05 18:11:58.629+00;2017-12-05 18:11:58.629+00;9;3
700;0.25;2017-12-05 18:11:58.629+00;2017-12-05 18:11:58.629+00;9;55
704;41.2;2017-12-05 18:11:58.635+00;2017-12-05 18:11:58.635+00;9;12
705;41.83;2017-12-05 18:11:58.635+00;2017-12-05 18:11:58.635+00;9;13
706;41.2;2017-12-05 18:11:58.635+00;2017-12-05 18:11:58.635+00;9;14
711;15;2017-12-05 18:11:58.636+00;2017-12-05 18:11:58.636+00;9;65
712;3;2017-12-05 18:11:58.636+00;2017-12-05 18:11:58.636+00;9;74
714;11;2017-12-05 18:11:58.637+00;2017-12-05 18:11:58.637+00;9;75
715;6.9;2017-12-05 18:11:58.637+00;2017-12-05 18:11:58.637+00;9;76
718;104.7;2017-12-05 18:11:58.637+00;2017-12-05 18:11:58.637+00;9;67
719;7.5;2017-12-05 18:11:58.637+00;2017-12-05 18:11:58.637+00;9;68
720;25;2017-12-05 18:11:58.637+00;2017-12-05 18:11:58.637+00;9;63
721;11.55;2017-12-05 18:12:02.216+00;2017-12-05 18:12:02.216+00;10;9
727;0.462;2017-12-05 18:12:02.218+00;2017-12-05 18:12:02.218+00;10;48
728;9.8;2017-12-05 18:12:02.218+00;2017-12-05 18:12:02.218+00;10;4
731;0.144;2017-12-05 18:12:02.218+00;2017-12-05 18:12:02.218+00;10;49
733;6.83;2017-12-05 18:12:02.219+00;2017-12-05 18:12:02.219+00;10;2
737;1.32;2017-12-05 18:12:02.22+00;2017-12-05 18:12:02.22+00;10;15
738;1.22;2017-12-05 18:12:02.22+00;2017-12-05 18:12:02.22+00;10;16
739;1.32;2017-12-05 18:12:02.22+00;2017-12-05 18:12:02.22+00;10;17
742;1.22;2017-12-05 18:12:02.221+00;2017-12-05 18:12:02.221+00;10;20
743;35;2017-12-05 18:12:02.221+00;2017-12-05 18:12:02.221+00;10;1
744;1.3;2017-12-05 18:12:02.221+00;2017-12-05 18:12:02.221+00;10;5
745;1.3;2017-12-05 18:12:02.221+00;2017-12-05 18:12:02.221+00;10;6
746;82;2017-12-05 18:12:02.222+00;2017-12-05 18:12:02.222+00;10;11
747;37.65;2017-12-05 18:12:02.222+00;2017-12-05 18:12:02.222+00;10;60
754;0.998;2017-12-05 18:12:02.223+00;2017-12-05 18:12:02.223+00;10;53
759;0.88;2017-12-05 18:12:02.224+00;2017-12-05 18:12:02.224+00;10;21
766;0.091;2017-12-05 18:12:02.226+00;2017-12-05 18:12:02.226+00;10;50
768;0.8;2017-12-05 18:12:02.226+00;2017-12-05 18:12:02.226+00;10;64
769;0.0035;2017-12-05 18:12:02.226+00;2017-12-05 18:12:02.226+00;10;54
770;15.05;2017-12-05 18:12:02.226+00;2017-12-05 18:12:02.226+00;10;10
771;0.293;2017-12-05 18:12:02.227+00;2017-12-05 18:12:02.227+00;10;29
772;0.502;2017-12-05 18:12:02.227+00;2017-12-05 18:12:02.227+00;10;30
773;0.94;2017-12-05 18:12:02.227+00;2017-12-05 18:12:02.227+00;10;28
775;0.109;2017-12-05 18:12:02.227+00;2017-12-05 18:12:02.227+00;10;51
779;2.8;2017-12-05 18:12:02.228+00;2017-12-05 18:12:02.228+00;10;3
780;0.098;2017-12-05 18:12:02.228+00;2017-12-05 18:12:02.228+00;10;55
785;22.05;2017-12-05 18:12:02.229+00;2017-12-05 18:12:02.229+00;10;13
791;7.5;2017-12-05 18:12:02.231+00;2017-12-05 18:12:02.231+00;10;65
800;9.1;2017-12-05 18:12:02.238+00;2017-12-05 18:12:02.238+00;10;63
801;14.8;2017-12-05 18:12:05.624+00;2017-12-05 18:12:05.624+00;11;9
807;0.696;2017-12-05 18:12:05.626+00;2017-12-05 18:12:05.626+00;11;48
808;13.2;2017-12-05 18:12:05.626+00;2017-12-05 18:12:05.626+00;11;4
811;0.164;2017-12-05 18:12:05.627+00;2017-12-05 18:12:05.627+00;11;49
813;6.4;2017-12-05 18:12:05.627+00;2017-12-05 18:12:05.627+00;11;2
817;1.23;2017-12-05 18:12:05.628+00;2017-12-05 18:12:05.628+00;11;15
818;1.13;2017-12-05 18:12:05.628+00;2017-12-05 18:12:05.628+00;11;16
819;1.23;2017-12-05 18:12:05.628+00;2017-12-05 18:12:05.628+00;11;17
822;1.13;2017-12-05 18:12:05.629+00;2017-12-05 18:12:05.629+00;11;20
823;40;2017-12-05 18:12:05.629+00;2017-12-05 18:12:05.629+00;11;1
824;1.08;2017-12-05 18:12:05.629+00;2017-12-05 18:12:05.629+00;11;5
825;1.08;2017-12-05 18:12:05.63+00;2017-12-05 18:12:05.63+00;11;6
826;82;2017-12-05 18:12:05.63+00;2017-12-05 18:12:05.63+00;11;11
827;135.6;2017-12-05 18:12:05.63+00;2017-12-05 18:12:05.63+00;11;60
834;0.94;2017-12-05 18:12:05.631+00;2017-12-05 18:12:05.631+00;11;53
839;0.794;2017-12-05 18:12:05.633+00;2017-12-05 18:12:05.633+00;11;21
846;0.132;2017-12-05 18:12:05.634+00;2017-12-05 18:12:05.634+00;11;50
848;0.9;2017-12-05 18:12:05.634+00;2017-12-05 18:12:05.634+00;11;64
849;0.012;2017-12-05 18:12:05.635+00;2017-12-05 18:12:05.635+00;11;54
850;20.4;2017-12-05 18:12:05.635+00;2017-12-05 18:12:05.635+00;11;10
851;0.229;2017-12-05 18:12:05.635+00;2017-12-05 18:12:05.635+00;11;29
852;0.494;2017-12-05 18:12:05.635+00;2017-12-05 18:12:05.635+00;11;30
853;0.459;2017-12-05 18:12:05.635+00;2017-12-05 18:12:05.635+00;11;28
855;0.108;2017-12-05 18:12:05.636+00;2017-12-05 18:12:05.636+00;11;51
859;3.6;2017-12-05 18:12:05.637+00;2017-12-05 18:12:05.637+00;11;3
860;0.124;2017-12-05 18:12:05.637+00;2017-12-05 18:12:05.637+00;11;55
865;22;2017-12-05 18:12:05.638+00;2017-12-05 18:12:05.638+00;11;13
871;7.3;2017-12-05 18:12:05.639+00;2017-12-05 18:12:05.639+00;11;65
880;10.4;2017-12-05 18:12:05.641+00;2017-12-05 18:12:05.641+00;11;63
881;13.3;2017-12-05 18:12:08.988+00;2017-12-05 18:12:08.988+00;12;9
887;0.66;2017-12-05 18:12:08.99+00;2017-12-05 18:12:08.99+00;12;48
888;11.4;2017-12-05 18:12:08.99+00;2017-12-05 18:12:08.99+00;12;4
891;0.156;2017-12-05 18:12:08.99+00;2017-12-05 18:12:08.99+00;12;49
893;6.46;2017-12-05 18:12:08.991+00;2017-12-05 18:12:08.991+00;12;2
897;1.23;2017-12-05 18:12:08.992+00;2017-12-05 18:12:08.992+00;12;15
898;1.13;2017-12-05 18:12:08.992+00;2017-12-05 18:12:08.992+00;12;16
899;1.23;2017-12-05 18:12:08.992+00;2017-12-05 18:12:08.992+00;12;17
902;1.13;2017-12-05 18:12:08.993+00;2017-12-05 18:12:08.993+00;12;20
903;38;2017-12-05 18:12:08.993+00;2017-12-05 18:12:08.993+00;12;1
904;1.24;2017-12-05 18:12:08.993+00;2017-12-05 18:12:08.993+00;12;5
905;1.24;2017-12-05 18:12:08.993+00;2017-12-05 18:12:08.993+00;12;6
906;82;2017-12-05 18:12:08.993+00;2017-12-05 18:12:08.993+00;12;11
907;92.72;2017-12-05 18:12:08.994+00;2017-12-05 18:12:08.994+00;12;60
914;0.893;2017-12-05 18:12:08.995+00;2017-12-05 18:12:08.995+00;12;53
919;0.796;2017-12-05 18:12:08.996+00;2017-12-05 18:12:08.996+00;12;21
926;0.125;2017-12-05 18:12:08.998+00;2017-12-05 18:12:08.998+00;12;50
928;0.9;2017-12-05 18:12:08.998+00;2017-12-05 18:12:08.998+00;12;64
929;0.0038;2017-12-05 18:12:08.998+00;2017-12-05 18:12:08.998+00;12;54
930;17.86;2017-12-05 18:12:08.998+00;2017-12-05 18:12:08.998+00;12;10
931;0.26;2017-12-05 18:12:08.999+00;2017-12-05 18:12:08.999+00;12;29
932;0.495;2017-12-05 18:12:08.999+00;2017-12-05 18:12:08.999+00;12;30
933;0.4;2017-12-05 18:12:08.999+00;2017-12-05 18:12:08.999+00;12;28
935;0.103;2017-12-05 18:12:08.999+00;2017-12-05 18:12:08.999+00;12;51
939;3.42;2017-12-05 18:12:09+00;2017-12-05 18:12:09+00;12;3
940;0.118;2017-12-05 18:12:09+00;2017-12-05 18:12:09+00;12;55
945;22.04;2017-12-05 18:12:09.001+00;2017-12-05 18:12:09.001+00;12;13
951;7.4;2017-12-05 18:12:09.003+00;2017-12-05 18:12:09.003+00;12;65
960;9.88;2017-12-05 18:12:09.004+00;2017-12-05 18:12:09.004+00;12;63
963;0.2;2017-12-05 18:12:12.439+00;2017-12-05 18:12:12.439+00;13;31
966;0.12;2017-12-05 18:12:12.439+00;2017-12-05 18:12:12.439+00;13;69
967;0.4;2017-12-05 18:12:12.44+00;2017-12-05 18:12:12.44+00;13;48
