id;maximum;minimum;dietId;nutrientId
24188;3;0.15;698;54
24193;;0;698;55
24198;;0.7;698;42
24203;;3.8;698;75
24208;500;60;698;63
24209;;0;699;31
24213;2;1;699;48
24220;;0;699;56
24224;;0;699;71
24227;300;0;699;59
24232;;0;699;35
24236;2000;0;699;61
24240;;0;699;51
24245;;0;699;47
24250;16000;0;699;65
24258;500;0;699;63
24261;;0;700;36
24266;29;28;700;2
24271;;0;700;5
24276;;0.58;700;32
24281;;1;700;7
24286;2000;70;700;61
24290;;10;700;73
24296;;0.95;700;43
24300;16000;1500;700;65
24305;2200;200;700;66
24311;;0;701;69
24317;;0;701;70
24321;100;0;701;1
24325;;0;701;46
24329;1;0.4;701;53
24334;0.5;0.04;701;50
24343;;0;701;51
24348;;0;701;42
24353;;0;701;75
24356;;0;701;68
24363;3;1.5;702;48
24368;23;22;702;2
24373;500;40;702;60
24378;;0.98;702;33
24382;4.414;2.685;702;26
24387;3;0.44;702;54
24390;;0;702;51
24395;;1.02;702;43
24400;16000;15440;702;65
24407;;1;702;68
24412;;0;703;69
23942;1.1;0.55;692;51
23947;66000;4600;692;65
23953;0.9;0.45;693;48
23960;100;3;693;5
23964;0.6;0.1;693;50
23969;4.414;1.38;693;29
23974;5;0;693;62
23979;500;0;693;63
23982;100;3.5;694;9
23988;40;12;694;58
23991;50;0.3;694;59
23999;4.414;1.38;694;29
24003;5;0.28;694;62
24006;30000;43;694;67
24012;;0;695;69
24016;3;0.12;695;49
24019;250;0;695;58
24022;500;0;695;60
24029;1;0.4;695;53
24033;4.414;2.9;695;26
24039;;0;695;72
24042;;0;695;39
24047;;0;695;44
24053;;0;695;75
24058;500;0;695;63
24059;;1.1;696;31
24064;;0;696;4
24070;;0;696;5
24077;;0;696;46
24080;;1;696;7
24084;2000;50;696;61
24088;;0;696;64
24093;;0;696;55
24098;;0.7;696;42
24103;;4;696;75
24108;500;60;696;63
24109;;0;697;31
24113;1.3;0.65;697;48
24117;;0;697;56
24121;100;0;697;1
24125;;0;697;46
24130;;0;697;34
24135;0.5;0.05;697;50
24140;;0;697;51
24145;;0;697;47
24150;16000;0;697;65
24155;2200;0;697;66
24161;;0.2;698;69
24164;;1500;698;70
24169;250;7;698;58
24174;;1;698;71
24179;1;0.4;698;53
24184;;0.3;698;37
24189;;65;698;72
24194;3;0.2;698;62
24199;;0.78;698;45
24204;;2.5;698;76
25879;5;0;755;62
25887;;0;756;49
25892;8;2.5;756;5
25896;2;0.65;756;53
25902;;5.83;756;3
25907;500;0;756;63
25911;100;6;757;4
25916;4.414;3.1;757;15
25921;2;0.6;757;53
25928;0.4;0.18;757;55
25930;16000;0;757;65
25937;100;6;758;4
25941;4.414;3.1;758;15
25945;50;0.3;758;59
25950;0.5;0.35;758;51
25955;16000;4000;758;65
25960;35;13;759;9
25966;4.414;3.1;759;17
25973;2000;40;759;61
25978;0.6;0.3;759;51
25980;2200;800;759;66
26479;5;0;779;62
26486;;0;780;49
26492;100;0;780;1
26496;0.6;0.2;780;50
26501;0.6;0.3;780;51
26508;500;0;780;63
26510;0.6;0.4;781;48
26514;12;11;781;2
26516;4.414;2.7;781;15
26519;500;0;781;60
26523;2000;0;781;61
26528;0.4;0.14;781;55
26533;500;0;781;63
26535;100;8;782;4
26540;4.414;2.7;782;15
26545;50;0.5;782;59
26550;2.6;0.063;782;54
26555;16000;3000;782;65
26563;25;0.1;783;56
26565;40;15;783;58
26570;50;0.3;783;59
26576;0.6;0.3;783;51
26582;1000;30;783;67
26587;;0;784;49
26591;4.414;2.7;784;15
26595;50;0.3;784;59
26597;0.6;0.2;784;50
26603;0.5;0;784;55
26610;1.2;0.6;785;48
26617;100;0;785;1
26620;50;0;785;59
26625;0.8;0.4;785;51
24025;;0;695;46
24031;;0;695;34
24037;;0;695;64
24044;3;0;695;62
24049;;0;695;45
24054;;0;695;76
24061;0.8;0.4;696;52
24066;;0;696;56
24072;100;0;696;1
24076;;0.58;696;32
24086;4.414;2.9;696;26
24091;;11;696;73
24095;;0.95;696;43
24100;16000;2500;696;65
24105;2200;400;696;66
25903;0.5;0;756;55
25908;1000;0;756;67
25909;0.75;0.5;757;48
25914;18;17;757;2
25919;500;0;757;60
25924;5;0;757;64
25929;5;0;757;62
25936;;0;758;49
25940;40;12;758;58
25944;500;30;758;60
25951;5;0;758;64
25956;2200;1200;758;66
25963;25;0.1;759;56
25968;8;2.5;759;5
25971;2;0.65;759;53
25977;0.5;0;759;55
25983;500;50;759;63
25987;;0;760;49
25991;4.414;3.1;760;15
25992;8;2.5;760;5
25996;2;0.65;760;53
26000;;0.12;760;54
26008;500;50;760;63
26011;20;6;761;4
26016;4.414;2.95;761;15
26021;2;0.65;761;53
26026;0.6;0.3;761;51
26029;16000;0;761;65
26035;100;6;762;4
26038;25;0;762;56
26042;100;0;762;1
26047;0.6;0.1;762;50
26051;0.45;0.3;762;51
26055;16000;0;762;65
26063;25;0;763;56
26066;4.414;2.95;763;17
26072;0.6;0.2;763;50
26077;;4.83;763;3
26080;1000;0;763;67
26088;25;0.1;764;56
26093;8;2.5;764;5
26098;2;0.65;764;53
26102;;4.83;764;3
26107;500;50;764;63
26110;1.1;0.55;765;48
26115;40;15;765;58
26120;50;0.3;765;59
26123;2000;40;765;61
26127;;5;765;3
26132;1000;30;765;67
26138;0.7;0.45;766;48
26143;8;2.5;766;5
26148;2000;28;766;61
26153;0.4;0.18;766;55
26158;500;40;766;63
26526;0.45;0.3;781;51
26531;2200;0;781;66
26534;45;17;782;9
26539;12;11;782;2
26547;2000;26;782;61
26552;100;3.67;782;3
26557;1000;30;782;67
26560;1;0.5;783;48
26568;8;2.5;783;5
26571;2;0.65;783;53
26578;0.5;0;783;55
26581;2200;600;783;66
26586;45;17;784;9
26590;40;15;784;58
26593;8;2.5;784;5
26596;2;0.65;784;53
26600;;0.12;784;54
26609;45;17;785;9
26614;140;13;785;2
26619;500;0;785;60
26626;5;0;785;64
26631;1000;0;785;67
26636;20;10;786;4
26640;40;0;786;58
26645;50;0;786;59
26649;2000;0;786;61
26654;0.5;0;786;55
26658;500;0;786;63
26660;100;10;787;4
26666;4.414;2.7;787;15
26671;2;0.56;787;53
26674;2.6;0.13;787;54
26677;100;4;787;3
26680;16000;0;787;65
26685;0.45;0.3;788;48
26691;4.414;2.7;788;15
26695;50;0.3;788;59
26699;2000;35;788;61
26703;100;4;788;3
24129;1;0.4;697;53
24134;;0;697;37
24139;;0;697;72
24144;3;0;697;62
24149;;0;697;45
24154;;0;697;76
24162;0.6;0.3;698;52
24166;;0;698;56
24170;;0.3;698;38
24175;;0;698;46
24180;;1.26;698;34
24186;0.5;0.05;698;50
24191;;11;698;73
24196;;0.95;698;43
24201;3000;2;698;74
24206;1000;10;698;67
24210;;0;699;36
24214;;0;699;4
24219;250;0;699;58
24223;;0;699;5
24226;;0;699;32
24233;4.414;2.8;699;26
24238;3;0.15;699;54
24243;;0;699;55
24247;;0;699;44
24252;;0;699;77
24257;;0;699;68
24262;;1.1;700;31
24267;;0;700;56
24272;100;0;700;1
24277;300;0.3;700;59
24283;;1.5;700;35
24287;;0;700;64
24293;;0.9;700;39
24298;;0.7;700;42
24303;;3.4;700;75
24308;500;60;700;63
24309;;0;701;36
24314;8;6.5;701;4
24322;;0;701;5
24327;300;0;701;59
24330;;0;701;34
24338;16;14;701;10
24339;;0;701;73
24344;3;0;701;62
24349;;0;701;45
24354;;0;701;76
24361;1.5;0.75;702;52
24364;8;6.5;702;4
24370;;0;702;5
24376;;0.36;702;32
24381;;1.1;702;35
24386;;0;702;64
24391;;10;702;73
24394;;0.58;702;47
24399;;0.95;702;45
24404;;3.5;702;76
24409;1.5;0.75;703;52
24417;8;6.5;703;4
24422;500;0;703;60
24425;300;0;703;59
24432;4.414;2.465;703;26
24436;;0;703;64
24441;;0;703;73
24445;;0;703;43
24449;;0;703;45
24454;;0;703;76
24461;1.5;0.75;704;52
24465;;2200;704;70
24471;100;0;704;1
24476;;0.3;704;32
24482;;0.37;704;37
24488;3;0.44;704;54
24491;;0;704;55
24496;;0.18;704;44
24500;16000;11000;704;65
24504;;3.5;704;76
25938;25;0.1;758;56
25943;8;2.5;758;5
25948;2000;30;758;61
25953;0.4;0.18;758;55
25958;500;45;758;63
25961;20;6;759;4
25967;100;0;759;1
25972;0.6;0.2;759;50
25976;;5.83;759;3
25982;1000;30;759;67
25984;20;6;760;4
25988;25;0.1;760;56
25995;100;0;760;1
25999;5;0;760;64
26003;;6;760;3
26006;2200;800;760;66
26010;1.1;0.55;761;48
26018;8;2.5;761;5
26020;50;0;761;59
26025;;0.12;761;54
26031;5;0;761;62
26037;;0;762;49
26039;14;13;762;2
26044;500;0;762;60
26049;5;0;762;64
26052;100;4.33;762;3
26057;1000;0;762;67
26060;1.1;0.55;763;48
26067;100;0;763;1
26071;2;0.65;763;53
26076;0.6;0.3;763;51
26081;2200;0;763;66
26084;40;15;764;9
26089;15.5;14.5;764;2
26094;500;50;764;60
26099;5;0;764;64
24148;;0;697;42
24152;;0;697;77
24157;500;0;697;63
24159;;0;698;36
24167;;0;698;4
24172;100;0;698;1
24176;;0.58;698;32
24182;;1;698;35
24187;;0;698;64
24192;;0.9;698;39
24197;;0.23;698;44
24202;;0.003;698;77
24207;;0.5;698;68
24212;;0;699;69
24215;;0;699;70
24218;;0;699;38
24222;500;0;699;60
24228;;0;699;33
24231;;1;699;7
24237;;0;699;64
24242;;0;699;39
24246;;0;699;43
24253;;0;699;75
24256;1000;0;699;67
24263;2;1;700;48
24265;3;0.11;700;49
24270;;0.5;700;38
24275;;0.9;700;46
24280;;1.26;700;34
24285;0.5;0.05;700;50
24289;;0;700;51
24295;3;0.2;700;62
24301;3000;2;700;74
24306;1000;10;700;67
24312;3;1.5;701;48
24315;3;0.11;701;49
24319;250;0;701;58
24324;;0;701;71
24333;;0;701;37
24335;2000;0;701;61
24342;;0;701;72
24347;;0;701;44
24352;;0;701;77
24358;500;0;701;63
24359;;1.25;702;31
24366;3;0.11;702;49
24372;250;33;702;58
24377;300;1.1;702;59
24380;;1.69;702;34
24388;16;14;702;10
24392;;0.96;702;39
24397;;0.84;702;42
24402;;0.044;702;77
24406;1000;100;702;67
24413;3;1.5;703;48
24418;23;22;703;2
24423;;0;703;5
24428;;0;703;33
24430;;0;703;34
24438;16;14;703;10
24442;;0;703;39
24444;;0;703;47
24450;16000;0;703;65
24455;3000;0;703;66
24462;;0.125;704;69
24467;;0;704;56
24472;;0;704;5
24478;;0.6;704;33
24481;;0.9;704;35
24486;;0;704;64
24493;;10;704;73
24498;;0.4;704;42
24502;;0.04;704;77
24506;1000;120;704;67
26004;5;0.2;760;62
26012;;0;761;49
26017;100;0;761;1
26023;0.6;0.2;761;50
26027;;5;761;3
26030;2200;0;761;66
26036;40;15;762;9
26040;40;0;762;58
26045;50;0;762;59
26048;2000;0;762;61
26053;0.4;0.18;762;55
26058;500;0;762;63
26061;20;6;763;4
26065;40;0;763;58
26070;50;0;763;59
26075;;0.12;763;54
26082;16000;0;763;65
26085;1.1;0.55;764;48
26092;100;0;764;1
26096;0.6;0.2;764;50
26101;0.6;0.3;764;51
26106;2200;800;764;66
26111;20;6;765;4
26114;16;15;765;2
26118;8;2.5;765;5
26122;0.6;0.2;765;50
26126;0.6;0.3;765;51
26131;2200;800;765;66
26134;40;15;766;9
26139;14;13;766;2
26144;500;30;766;60
26149;5;0;766;64
26154;5;0.28;766;62
26162;;0;767;49
26166;4.414;2.9;767;15
26170;50;0;767;59
26172;0.6;0.2;767;50
26178;0.5;0;767;55
26750;;0.12;790;54
24229;1;0.25;699;53
24234;;0;699;37
24239;;0;699;72
24244;3;0.2;699;62
24249;;0;699;45
24254;;0;699;76
24259;1.1;0.55;700;52
24264;;0;700;4
24269;250;7;700;58
24274;;1;700;71
24279;1;0.25;700;53
24284;;0.5;700;37
24291;;70;700;72
24294;;0.9;700;47
24299;;0.78;700;45
24304;;2.5;700;76
24310;1.5;0.75;701;52
24316;;0;701;56
24320;;0;701;38
24326;;0;701;32
24331;;0;701;35
24337;3;0.44;701;54
24340;;0;701;39
24345;;0;701;47
24350;16000;0;701;65
24355;5000;0;701;66
24362;;0.125;702;69
24367;;0;702;56
24371;;0.38;702;38
24375;;0.57;702;46
24379;1;0.4;702;53
24384;0.5;0.04;702;50
24389;;50;702;72
24398;3;0.2;702;62
24403;;3;702;75
24408;500;121;702;63
24411;;0;703;36
24414;3;0.11;703;49
24419;250;0;703;58
24424;;0;703;71
24429;1;0.4;703;53
24434;0.5;0.04;703;50
24443;;0;703;55
24447;;0;703;42
24452;;0;703;77
24457;;0;703;68
24460;;0;704;36
24466;3;0.11;704;49
24470;;0.33;704;38
24475;;0.35;704;46
24480;;1.25;704;34
24485;2000;155;704;61
24490;;0;704;51
24494;;0.35;704;47
24499;;0.8;704;45
24507;500;121;704;63
26054;5;0;762;62
26062;;0;763;49
26068;8;2.5;763;5
26073;2000;0;763;61
26078;0.5;0;763;55
26083;500;0;763;63
26087;20;6;764;4
26090;40;15;764;58
26097;2000;40;764;61
26103;0.5;0;764;55
26108;1000;30;764;67
26604;5;0.2;784;62
26606;2200;600;784;66
26608;500;50;784;63
26613;25;0;785;56
26618;8;2.5;785;5
26623;2000;0;785;61
26628;0.5;0;785;55
26633;500;0;785;63
26637;;0;786;49
26641;4.414;2.7;786;17
26643;8;2.5;786;5
26648;5;0;786;64
26653;5;0;786;62
26657;1000;0;786;67
26662;0.45;0.3;787;48
26667;100;0;787;1
26670;50;0;787;59
26675;5;0;787;64
26678;0.4;0.18;787;55
26681;2200;0;787;66
26686;100;10;788;4
26690;40;12;788;58
26693;8;2.5;788;5
26697;0.6;0.36;788;50
26701;0.33;0.22;788;51
26706;2200;2040;788;66
26710;20;10;789;4
26717;100;0;789;1
26721;2000;40;789;61
26726;0.8;0.4;789;51
26731;2200;1000;789;66
26755;16000;5000;790;65
26763;25;0;791;56
26765;100;0;791;1
26769;500;0;791;60
26774;5;0;791;64
26783;500;0;791;63
26784;20;9;792;4
26789;12.5;11.5;792;2
26794;500;0;792;60
26799;5;0;792;64
26804;5;0;792;62
26827;100;3.67;793;3
26832;1000;0;793;67
24292;;0;700;55
24297;;0.23;700;44
24302;;0.003;700;77
24307;;0.5;700;68
24313;;0;701;31
24318;23;22;701;2
24323;500;0;701;60
24328;;0;701;33
24332;4.414;2.685;701;26
24336;;0;701;64
24341;;0;701;55
24346;;0;701;43
24351;3000;0;701;74
24357;1000;0;701;67
24360;;0;702;36
24365;;2200;702;70
24369;100;0;702;1
24374;;0.8;702;71
24383;;0.48;702;37
24385;2000;155;702;61
24393;;0;702;55
24396;;0.22;702;44
24401;3000;2;702;74
24405;5000;4400;702;66
24410;;0;703;31
24415;;0;703;70
24420;;0;703;38
24426;;0;703;46
24433;;0;703;37
24435;2000;0;703;61
24439;;0;703;72
24448;3;0;703;62
24453;;0;703;75
24458;500;0;703;63
24459;;0.9;704;31
24464;8;6.5;704;4
24469;250;33;704;58
24474;;0.8;704;71
24479;1;0.4;704;53
24484;0.5;0.04;704;50
24489;;50;704;72
24497;3;0.2;704;62
24503;;3;704;75
24508;;1;704;68
26100;;0.12;764;54
26105;16000;4000;764;65
26109;40;15;765;9
26113;25;0.1;765;56
26117;100;0;765;1
26121;2;0.65;765;53
26125;;0.12;765;54
26130;16000;4000;765;65
26136;25;0.1;766;56
26141;100;0;766;1
26146;2;0.55;766;53
26151;0.45;0.3;766;51
26156;2200;1150;766;66
26161;1.1;0.55;767;48
26164;17;16;767;2
26168;8;2.5;767;5
26174;5;0;767;64
26175;;5.33;767;3
26180;16000;0;767;65
26188;25;0;768;56
26193;8;2.5;768;5
26196;0.6;0.2;768;50
26201;0.6;0.3;768;51
26206;2200;0;768;66
26211;;0;769;49
26213;15;14;769;2
26217;100;0;769;1
26221;2;0.55;769;53
26225;2.6;0.07;769;54
26230;16000;0;769;65
26238;25;0.1;770;56
26242;100;0;770;1
26246;2;0.55;770;53
26250;2.6;0.07;770;54
26255;16000;4600;770;65
26262;25;0.1;771;56
26266;4.414;2.9;771;17
26271;2000;40;771;61
26275;;0.12;771;54
26281;2200;800;771;66
26287;;0;772;49
26291;4.414;2.9;772;15
26293;8;2.5;772;5
26298;2000;40;772;61
26304;5;0.2;772;62
26307;500;50;772;63
26310;1;0.5;773;48
26317;100;0;773;1
26319;50;0;773;59
26324;5;0;773;64
26329;5;0;773;62
26334;1;0.5;774;48
26338;25;0;774;56
26342;100;0;774;1
26346;2;0.65;774;53
26350;;0.12;774;54
26355;16000;0;774;65
26361;25;0;775;56
26363;4.414;2.75;775;15
26368;8;2.5;775;5
26373;2000;0;775;61
26378;0.4;0.14;775;55
26382;500;0;775;63
26384;45;15;776;9
26388;25;0.1;776;56
26395;100;0;776;1
26399;5;0;776;64
24416;;0;703;56
24421;100;0;703;1
24427;;0;703;32
24431;;0;703;35
24437;3;0.2;703;54
24440;;0;703;51
24446;;0;703;44
24451;3000;0;703;74
24456;1000;0;703;67
24463;3;1.5;704;48
24468;23;22;704;2
24473;500;40;704;60
24477;300;1.1;704;59
24483;4.414;2.465;704;26
24487;16;14;704;10
24492;;0.7;704;39
24495;;0.75;704;43
24501;3000;2;704;74
24505;3000;2650;704;66
26104;5;0.2;764;62
26112;;0;765;49
26116;4.414;2.95;765;15
26119;500;50;765;60
26124;5;0;765;64
26128;0.5;0;765;55
26133;500;50;765;63
26137;100;6;766;4
26142;4.414;2.95;766;15
26145;0.6;0.1;766;50
26150;2.6;0.07;766;54
26155;16000;4600;766;65
26159;40;17;767;9
26165;40;0;767;58
26169;500;0;767;60
26173;2000;0;767;61
26177;0.6;0.3;767;51
26181;2200;0;767;66
26185;1.1;0.55;768;48
26190;40;0;768;58
26198;50;0;768;59
26203;0.5;0;768;55
26208;500;0;768;63
26210;0.7;0.45;769;48
26216;4.414;2.9;769;15
26220;50;0;769;59
26224;5;0;769;64
26227;100;4.67;769;3
26233;500;0;769;63
26234;0.7;0.45;770;48
26239;15;14;770;2
26248;500;30;770;60
26251;0.4;0.18;770;55
26256;2200;1150;770;66
26260;1.1;0.55;771;48
26267;100;0;771;1
26272;0.6;0.2;771;50
26276;0.6;0.3;771;51
26280;16000;4000;771;65
26630;16000;0;785;65
26634;45;17;786;9
26638;25;0;786;56
26642;100;0;786;1
26646;2;0.65;786;53
26651;0.8;0.4;786;51
26656;2200;0;786;66
26659;45;17;787;9
26664;13;12;787;2
26669;500;0;787;60
26676;0.33;0.22;787;51
26679;5;0;787;62
26682;1000;0;787;67
26776;0.8;0.4;791;51
26781;16000;0;791;65
26788;25;0;792;56
26793;8;2.5;792;5
26798;2000;0;792;61
26802;;3.83;792;3
26807;1000;0;792;67
26809;45;15;793;9
26813;25;0;793;56
26817;100;0;793;1
26821;2;0.56;793;53
26825;2.6;0.13;793;54
26829;5;0;793;62
26830;16000;0;793;65
26837;;0;794;49
26838;25;0.1;794;56
26842;100;0;794;1
26843;8;2.5;794;5
26845;2;0.65;794;53
26847;0.6;0.2;794;50
26850;;0.12;794;54
26852;;3.83;794;3
26855;16000;5000;794;65
26857;1000;40;794;67
26861;20;9;795;4
26864;13;12;795;2
26865;40;15;795;58
26866;4.414;2.75;795;15
26867;100;0;795;1
26868;8;2.5;795;5
26869;500;50;795;60
26870;50;0.3;795;59
26871;2;0.65;795;53
26872;0.6;0.2;795;50
26873;2000;40;795;61
26874;5;0;795;64
26876;0.8;0.4;795;51
24509;1.44;0.72;705;48
24514;;0;705;56
24519;100;20;705;11
24524;2000;0;705;61
24529;4.414;1.41;705;28
24534;;61.7;705;13
24540;;0;706;52
24547;100;0;706;1
24550;500;50;706;60
24555;;0.063;706;54
24560;0.65;0.324;706;51
24566;25000;0;706;66
24569;100;0;707;9
24577;;0;707;56
24582;;0.55;707;53
24587;78;0;707;10
24591;100;5.55;707;3
24595;30000;0;707;67
24600;;0;708;52
24606;;10;708;58
24610;500;50;708;60
24615;;0;708;64
24619;4.414;1.787;708;28
24624;;73.4;708;13
24633;;0;709;49
24635;13.7;12.7;709;2
24640;500;0;709;60
24648;4.414;0.85;709;29
24653;5;0;709;62
24658;30000;0;709;67
24660;;0;710;52
24665;13.7;12.7;710;2
24672;;0.11;710;50
24677;;0;710;64
24679;0.53;0.265;710;51
24686;25000;0;710;66
24690;100;0;711;4
24696;100;0;711;1
24701;50;0;711;59
24705;;0;711;64
24710;0.74;0.37;711;51
24715;66000;0;711;65
24720;1.62;0.81;712;48
24726;;10;712;58
24731;50;0.5;712;59
24736;;0.063;712;54
24741;100;5.1;712;3
24746;25000;0;712;66
24752;100;0;713;4
24756;;0;713;58
24758;100;0;713;5
24762;;0.55;713;53
24766;78;0;713;10
24771;100;3.48;713;3
24776;25000;0;713;66
24780;;0;714;52
24785;;10;714;58
24791;;0.55;714;53
24802;;0.14;714;55
24807;25000;0;714;66
24810;;0;715;52
24815;16.2;15.2;715;2
24820;500;0;715;60
24825;;0;715;64
24830;0.64;0.32;715;51
24835;66000;0;715;65
24840;;0;716;52
24844;;0.1;716;56
24846;100;0;716;1
24848;100;20;716;11
24853;;0.11;716;50
24858;4.414;1.19;716;29
24863;5;0.1;716;62
24868;500;30;716;63
24869;100;0;717;4
24880;500;0;717;60
24883;;0.11;717;50
24890;4.414;0.85;717;29
24895;66000;0;717;65
24898;500;0;717;63
24901;100;0;718;4
24906;11.8;10.8;718;2
24912;;0.55;718;53
24916;;0.063;718;54
24921;100;3.24;718;3
24926;25000;0;718;66
24930;;0;719;52
24936;100;0;719;5
24942;;0.55;719;53
24947;78;0;719;10
24952;;0;719;55
24958;30000;0;719;67
24962;100;0;720;4
24967;100;0;720;1
24970;50;0.5;720;59
24975;;0;720;64
24979;0.55;0.275;720;51
24984;;73.4;720;13
24992;;0;721;49
24997;100;0;721;1
25002;;0.55;721;53
25006;;0.063;721;54
25011;100;3.07;721;3
25016;25000;0;721;66
25020;;0;722;52
25026;;10;722;58
25032;;0.55;722;53
25036;78;0;722;10
25041;100;3.07;722;3
25047;30000;13.5;722;67
25051;0.98;0.49;723;48
26650;;0.12;786;54
24510;;0;705;52
24518;100;0;705;5
24521;50;0;705;59
24525;;0;705;64
24530;0.65;0.324;705;51
24535;66000;0;705;65
24539;100;0;706;9
24544;;0.1;706;56
24553;;0.11;706;50
24557;4.414;0.85;706;29
24563;5;0.1;706;62
24567;30000;13.5;706;67
24571;2.12;1.06;707;48
24574;19.5;18.5;707;2
24579;100;20;707;11
24584;2000;0;707;61
24592;;0;707;55
24597;25000;0;707;66
24601;2.12;1.06;708;48
24605;19.5;18.5;708;2
24609;100;20;708;11
24614;2000;40;708;61
24623;5;0.1;708;62
24628;500;30;708;63
24632;1.12;0.56;709;48
24638;100;0;709;5
24642;;0.55;709;53
24645;;0;709;64
24652;100;3.81;709;3
24655;66000;0;709;65
24662;100;0;710;4
24668;100;0;710;1
24670;50;0.5;710;59
24674;;0.063;710;54
24683;4.414;1.41;710;28
24688;500;30;710;63
24693;1.62;0.81;711;48
24697;100;0;711;5
24702;;0.55;711;53
24707;78;0;711;10
24712;;0;711;55
24716;25000;0;711;66
24722;;0;712;52
24725;;0.1;712;56
24730;500;50;712;60
24735;;0;712;64
24740;0.74;0.37;712;51
24745;66000;2110;712;65
24751;0.94;0.47;713;48
24755;12.6;11.6;713;2
24759;100;20;713;11
24764;2000;0;713;61
24769;4.414;1.41;713;28
24773;5;0;713;62
24778;500;0;713;63
24782;100;0;714;4
24786;12.6;11.6;714;2
24790;50;0.5;714;59
24801;100;3.48;714;3
24806;30000;13.5;714;67
24809;100;0;715;9
24814;;0;715;56
24819;100;20;715;11
24824;2000;0;715;61
24829;4.414;1.787;715;28
24834;;73.4;715;13
26129;5;0.2;765;62
26135;;0;766;49
26140;40;12;766;58
26147;50;0.3;766;59
26152;100;4.33;766;3
26157;1000;43;766;67
26160;20;7;767;4
26163;25;0;767;56
26167;100;0;767;1
26171;2;0.65;767;53
26176;;0.12;767;54
26183;500;0;767;63
26184;40;17;768;9
26189;16.5;15.5;768;2
26194;500;0;768;60
26199;5;0;768;64
26204;5;0;768;62
26655;16000;0;786;65
26663;25;0;787;56
26668;8;2.5;787;5
26673;2000;0;787;61
26683;500;0;787;63
26687;;0;788;49
26689;13;12;788;2
26694;500;50;788;60
26698;5;0;788;64
26702;0.4;0.18;788;55
26705;16000;7450;788;65
26713;25;0.1;789;56
26715;40;15;789;58
26722;2;0.65;789;53
26727;;4.17;789;3
26732;1000;40;789;67
26734;45;17;790;9
26742;25;0.1;790;56
26746;2;0.65;790;53
26751;0.8;0.4;790;51
26756;2200;1000;790;66
26759;45;15;791;9
26764;13;12;791;2
26773;2000;0;791;61
26778;0.5;0;791;55
26782;2200;0;791;66
24511;100;0;705;4
24517;100;0;705;1
24522;;0.55;705;53
24528;78;0;705;10
24533;5;0;705;62
24538;500;0;705;63
24541;100;0;706;4
24545;15.6;14.6;706;2
24549;100;20;706;11
24554;2000;40;706;61
24559;4.414;1.41;706;28
24564;;61.7;706;13
24572;100;0;707;4
24576;100;0;707;1
24580;500;0;707;60
24586;;0.063;707;54
24590;0.94;0.47;707;51
24594;66000;0;707;65
24603;;0;708;49
24608;100;0;708;5
24613;;0.11;708;50
24618;4.414;1.19;708;29
24622;;0.14;708;55
24625;66000;1925;708;65
24630;100;0;709;4
24636;;0;709;58
24643;;0.11;709;50
24646;;0.063;709;54
24651;;0;709;55
24657;25000;0;709;66
24659;100;0;710;9
24667;100;0;710;5
24669;500;50;710;60
24678;2000;40;710;61
24682;5;0.1;710;62
24687;30000;13.5;710;67
24689;;0;711;52
24698;;0;711;56
24703;;0.11;711;50
24708;4.414;1.19;711;29
24713;5;0;711;62
24718;500;0;711;63
24721;100;0;712;4
24724;18;17;712;2
24729;100;20;712;11
24734;2000;40;712;61
24739;4.414;1.787;712;28
24744;;73.4;712;13
26179;5;0;767;62
26187;;0;768;49
26192;100;0;768;1
26197;2000;0;768;61
26202;;5.17;768;3
26207;1000;0;768;67
26209;40;17;769;9
26214;25;0;769;56
26218;8;2.5;769;5
26223;2000;0;769;61
26228;0.4;0.18;769;55
26232;1000;0;769;67
26235;100;7;770;4
26240;4.414;2.9;770;15
26244;0.6;0.1;770;50
26253;5;0;770;64
26257;500;40;770;63
26259;40;17;771;9
26264;16.5;15.5;771;2
26273;50;0.3;771;59
26278;0.5;0;771;55
26283;500;50;771;63
26286;1.1;0.55;772;48
26290;40;15;772;58
26294;500;50;772;60
26297;0.6;0.2;772;50
26302;;5.33;772;3
26308;1000;30;772;67
26311;20;7;773;4
26316;4.414;2.75;773;15
26320;2;0.65;773;53
26325;;0.12;773;54
26330;16000;0;773;65
26335;20;7;774;4
26339;11.5;10.5;774;2
26343;8;2.5;774;5
26347;0.6;0.2;774;50
26351;0.6;0.3;774;51
26358;500;0;774;63
26359;45;15;775;9
26362;11;10;775;2
26367;100;0;775;1
26372;0.6;0.11;775;50
26377;100;3.33;775;3
26383;1000;0;775;67
26385;1;0.5;776;48
26391;4.414;2.75;776;17
26392;8;2.5;776;5
26396;2;0.65;776;53
26400;;0.12;776;54
26405;16000;3000;776;65
26413;25;0.1;777;56
26417;100;0;777;1
26420;2;0.65;777;53
26425;;0.12;777;54
26430;16000;3000;777;65
26437;25;0.1;778;56
26441;4.414;2.75;778;15
26446;2;0.55;778;53
26452;0.45;0.3;778;51
26456;1000;30;778;67
24512;;0;705;49
24515;15.6;14.6;705;2
24523;;0.11;705;50
24526;;0.063;705;54
24532;;0;705;55
24537;30000;0;705;67
24543;;0;706;49
24548;100;0;706;5
24552;;0.55;706;53
24558;78;0;706;10
24562;;0.14;706;55
24568;500;30;706;63
24570;;0;707;52
24575;;0;707;58
24581;50;0;707;59
24585;;0;707;64
24589;4.414;1.787;707;28
